loan_word;puris_equivalent
planeet;zweefster, dwaalstar
planeren;schaaven, effenen, slechten, vlakmaaken
plauderen;handtklappen
plausibel;prijsselijk
plaveyen;vloeren
playsier;lust, vrolijkheidt, vreughdt, vermaak
plenipotentiaris;volmaghtighe, volmaghtighde
plenipotentie;volmacht
plenitude;volheidt
pleuris;zijdwee, steekkende zijdpijn, zijdpijn, zijdtziekte
pleydoy;gheding, dingtaal
plurariteit;meerderheidt
pneumatica;gheestkunde
podegra;voeteuvel, voetjicht
poeder;stóf, fijn stóf
poedre de simpathie;stóf van onderlinge trek, stóf van samenlijding
poëme;ghedicht
poenaal;straffelijk, strafwaerdigh
poene;straf
poenitent;boetvaerdighe
poenitentie;berouw, leedtweezen, bekeering, boetvaerdigheidt, boete
poeniteren;berouw hebben
poësie;dichtkonst
poët;dichter, rijmer, rijmdichter
poëtiseren;dichten, rijmdichten
poinson;haerpriem, haerkruller
point;punt, stip, spits, scherpte
police van assurantie;verzeekerbrief
poliëren;schaaven, effenen
poligamie;veelwijfschap, veelerhuwelijk
polijt;net, gladt, ghesleepen, beschaafdt
polis;verzeekerbrief
politica;burgherkunde, burgherheersching, borgherheerschkunde, staatkunde
politie;burgherschap, burgherlijke regheering, borgherheerschappy, burgherstandt, burgherheersching, landtbestiering, staatsbestiering
politijc;burgherlijk, borgherheerschigh, staatkundighe: arg, listigh
pollicitatie;belófte
polliciteren;belooven
polluëren;besmetten, bevelkken
pollutie;besmetting, bevlekking
pols;klóp, slagh, klópping: aderslagh
poltron;fielt, ghuit, bloodhart, ghuit
polysten;slijpen, ghladtmaaken
pompe;pracht, praal
pompeux;prachtigh
ponderatie;weeghing, overweeghing
pondereren;overweeghen, weeghen
pondereux;gewightigh
poneren;stellen, zetten
pontificaal;pauselijk, priesterlijk, kerkhoofdelijk
popelsy;gheraaktheidt
populair;ghemeenzaam, slechtachtigh, vólkigh
populeren;bevólken
populeux;vólkrijk
port;haven, brengloon
portant;schraaghbeeldt, draaghbeeldt
portatijf;draaghelijk, draaghbaar
porteren;draaghen, brengen
portie;deel, ghedeelte, andeel
portier;deurwachter
poseren;zetten, stellen
positie;stelling, standt
positif;ghesteldt, stelligh, klein órghel, windtspeeltuigh
possederen;bezitten
possesseur;bezitter
possessie;bezit, bezitting
possessijf;bezittend
possessoir;bezittelijk
possibel;mooghelijk
possibiliteit;mooghelijkheidt
possideren;bezitten
posteriteit;nakomelingschap, afkomst
postille;korte uitlegghing, verklaaring
póstmis;nabooreling, boezemweeze
postponeren;nastellen, achterstellen
postpositie;nastelling, achterstelling
postulant;eisscher, afeisscher, verzoeker, voorspraak in rechte
postulatie;afeissching, afvordering, verzoek
postuleren;afeischen, eischen, afvorderen, begheeren, anklaaghen, beschuldighen
postuur;stal, ghestalte
potage;potspijs
potent;machtigh, vermoghende
potentaat;gheweldtheer, machthebber, machtighe
potentie;vermoghen, maght
pouder;stóf, fijn stóf
poudre de sympathie;stóf van samenlijding, stóf van onderlinge trek
poursuite;vervólgh, navólghing, vervólging
pourtraict;afbeeldtsel, schilderye
pousseren;anstouwen, aandrijven
pover;arm, ghebrekkigh
practijck;bewerking, handelghreep, uitwerking, onderwind, oeffening, list, aartigheidt
practiseren;in ’t werk stellen, uitwerken, bewerken, onderwinden, doen
practizijn;bewerker, uitwerker: rechtsvoorderaar, rechtsoeffener
pragma;werking, handeling, werk
pragmaticus;rechtspleegher, bewerker
prealable;voor al, eerst, voorheenghaande
prealablement;eerstelijk, voor al, voor af
prebende;prove, inkomste
preberen;verschaffen, uitreiken
prebitie;uitreiking
precarie;ter bede, by verghunning, by toestaaning
precatie;bidding
precautie;voorhoede
precaveren;voorhoeden
precedent;voorghaande
precederen;voorghaan
precelleren;te boven ghaan, uitmunten, overtreffen
precept;ghebódt, leer, leerstuk
precepteur;meester, leermeester
preceptie;bevel, onderwijzing, ghebódt
precesseur;voorghanger, voorzaat
precieux;kóstelijk, dierbaar
precijs;juist, stip, naauwghezet
precipice;steilte, steilheidt
precipieren;ghebieden, beveelen
precipitant;haastigh, voorbaarigh
precipitantie;voorbaarigheidt
precipitatie;overyling, verhaasting
precipiteren;overylen, neederstorten, van
precognitie;voorkennis
predecesseur;voorghanger, voorzaat
predefinieren;voorbepaalen
predefinitie;voorbepaaling
predemnatie;voorverdoeming, voorveroordeeling
predemneren;voorveroordeelen, voorverdoemen
predestinatie;voorschikking, voorbestemming, voorbeschikking
predestineren;voorschikken
predicant;voorleeraar, leeraar, preeker: voorzeggher, verkondiger, uitroeper
predicatie;voorleering, leerreeden, preek: verkondiging, uitroeping
prediceren;voorzegghen, verkondighen
predictie;voorzegghing
preëminent;uitsteekende, vooruitsteekende
preëminente;uitsteekendheidt, voortreffelijkheidt, uitsteek
preëmineren: vooruitsteeken;uitsteeken, overtreffen
prefatie;voorreeden
prefect;overheer, drost, oppervooghdt
prefecture;dróstschap, oppervooghdschap
preferentie;voordeel, voordeeling, voortrekking, voortóght, voorghang
prefereren;voordeelen, voortrekken, meêr achten, voorstellen
preficiëren;overstellen
preficiëren;overstellen
prefigeren;voorhechten, voorbepaalen, voorbestemmen
prefinitie;voorbepaaling
prefix;voorghehecht, voorbestemdt
prefixie;voorhechting
pregnant;dringende, wightigh
prehenderen;ghrijpen, vangen, vatten, antasten
prehensie;ghrijping, vatting, vanging, antasting, vangenis
prejudiceren;beschaadigen, vooroordeelen
prejudiciabel;schadelijck, hinderlijk
prejuditie;nadeel, vooroordeeling, vooroordeel, achterdeel
prelaat;kerkvooghdt
prelatie;voorstellen, bovenstelling, voorzetting
prelature;kerckvooghdy
prelegaat;vooruitmaaking, voorerf
prelegateren;vooruitmaaken
preliminair;vooruitghesteldt
preludium;voorspel
prematuur;onrijp, ontijdigh, zeer vroegh
premediatie;voorbedenking, voorbepeinzing
premediteren;voorbedenken, voorbepeinzen
premie;wedde, loon, prijs, vereering, verzeekergheldt
premiëren;beloonen, vereeren, beghiften
premissen;voorzendingen, voorafzendingen
premitteren;voorzenden, voorheenzenden, voorafzenden, voorstellen
premoneren;te vooren vermaanen
premonitie;voorvermaaning, waarschouwing
prenotie;voorkennis
prenunciatie;voorboodtschapping, voorspelling
prenunciëren;voorboodtschappen, voorspellen, voorzegghen
preoccupatie;voorkoming, vooropneeming
preoccuperen;voorkomen, voorinneemen, voorbezitten
preordinatie;voorbeschikking, voorschikking
preordineren;voorbeschikken, voorschikken
preparatie;toereeding, voorbereiding, ghereedtschap, bereidtsel
preparatoir;toereedelijk, by voorraadt
prepareren;toereeden, voorbereiden
preposeren;voorstellen
prepositie;voorstelling, voorzetting
prerogatijf;voordeel, voorrecht, voortreffelijkheid
presbyter;ouderling
presbyteriaal;ouderlingachtigh, ouderling betaamelijk
prescientie;voorweetenschap, voorweetenheidt
prescriberen;voorschrijven, beveelen
prescript;voorschrift, verjaardt
prescripte;bevel, voorschrijving, verjaaring
present;teeghenwoordigh: gheschenk
presentabel;aanzienlijk
presentatie;anbieding, overboding
presenteren;anbieden, overbodigh zijn
presentie;teeghenwoordigheidt, byzijn
preservatie;behoeding, verhoeding, bewaaring
preservatijf;verhoedigh, bewaarende
preserveren;behoeden, behouden, beschutten, bewaaren
preses;president, voorzitter, voorzittende, opperste voorzitter, raadtshooftman:
presidentie;voorzitting
presideren;voorzitten
presidiaal;voorzittigh, opperhoofdigh
presomptie;ziet presumptie
pressant;dringend
presseren;drukken, dringen, voortdrijven
prestantie;overtreffing
prestatie;volvoering, volbrenging
presteren;betoonen, te weegh brengen, volvoeren, bewijzen, volbrengen, nakomen
presumeren;vermoeden, waanen
presumptie;vermoeden, waan, laatdunkkendheidt, waanvermoeding
presumtueux;verwaand, vermeetend, laatdunkend
presupponeren;vast stellen, voor heen bedingen, vooronderstellen
presuppositie;vaststelling, voorbeeding, vooronderstelling
pretenderen;vereischen, voorwenden, vorderen, voorgheeven, afvorderen, voorspannen, voorhangen, voorstrekken
pretensie;vereissching, voorwending, vordering, eisch, voorgheeving
preteriëren;voorbyghaan
preteritie;voorbyghaaning
pretermissie;achterlaating, vergheeting, verzuiming
pretext;deksel, voorwending, voorgheeving, schijn
pretieux;kóstelijk, dierbaar
preuve;proef, bewijs
prevaleren;overtreffen, te boven ghaan, bovendrijven, van meerder waerde
prevaricateur;overtreeder, verghrijper: tweezijdighe bediener
prevaricatie;overtreeding, te buiten ghaaning, verghrijping
prevariceren;te buiten ghaan, verghrijpen
preveniëren;voorkomen
preventie;voorkoming
previderen;voorzien
previsie;voorziening
prevoost;zedestraffer, tughtvooghdt, tuchtmeester, bode, dróst, gheweldighe
prieur;principiant, beghinner
primaat;opperkerkvooghdt: eerstheidt, opperhoofdigheidt
primitif;eerste, eersteling, oorspronkelijk
primo;den eersten, ten eersten
primogeniture;eerstgheboorenschap, eerstgeboorte
principaal;voorneemst, voornaamst, zaakweldighe, voornaamste schuldener, hoofdtschuldener
principie;beghinsel
prins;vórst, landtvooghdt
prioor;eerste, overste
prisatie;waerdeering, op prijs stelling
priseeren;waerdeeren, schatten
privaat;afghezonderdt, byzonder: kakhuis
privatie;ontneeming, ontbeering, berooving
privatif;beroofdelijck
privé;byzonder, slecht, ghemeen
priveren;ontneemen, ontzetten, berooven
privilegie;voorrecht, handtvest
priviligeren;voorrecht gheeven
pro rato;naghelande, nagheraaden, nabehoorte, na aandeel
pro rato;na ghelande, na gheraaden, na behoorte, na aandeel
probabel;bewijslijk, waarschijnlijk
probabiliteit;bewijslijkheidt
probatie;beproeving, bewijzing, proef, proeving
proberen;beproeven, voorghoedtkennen, bewijzen
probleme;leerbeeldt, vraaghstuk, werkstuk, vertoogh, voorstel
procederen;voortghaan, voortvaaren, dingen, pleitten, bevorderen, voortkomen, dingtaalvoeren
procederende personen;dingluiden
procedure;voortghang, dingtaal, pleithandel, bepleiting
proces;ghedingh, twistzaak, rechtspleeghing
processie;ommegang, voortkomst
proclamatie;uitroep, afkondighing
proclameren;uitroepen, omroepen
procreatie;teeling, voortteeling, voorbrenging
procreëren;teelen, voortteelen, voortbrengen
procuratie;voorzórg, volmaght, last
procurator;ghemaghtighde, pleitbezórgher, volmaght, ghedingbezorgher
procureren;verzórghen, voorzórghen
procureur;verzórgher, pleitverzórgher, taalman, ghevolmachtighde, voorzórgher, ghedingbezórgher, pleit bezórgher
procureur generaal;alghemeen verzórgher, ’s landts ghedingverzórgher
procureur van justitie;gherechts verzórger
prodigaal;quistigh
prodigaliteit;quisting
prodige;deurbrenger, quistghoedt: wonderteeken
prodigeren;verquisten, verdoen, doorbrengen
prodigieux;wanschapen, wonderbaarlijk
produceren;voortbrengen, verlengen, uitrekken
product;uitkomst, ’t voorghebraghte
productie;voortbrenging, uytrekking
produisant;voorbrenger
profaan;onheiligh, weereldtsch, ghódtloos, onghódsdienstigh
profanatie;ontheilighing
profaneren;ontheilighen, ontwijen
profecije;ziet prophetie
profeet;ziet propheet
profereren;uitspreeken, uitten, voortbrengen
professie;belijdenis, voorgheeving, betrachting
professor;hoofdtleeraar, opperleeraar, hoogheschoolmeester, hooghleermeester, landtsleeraar, oppermeester, opperleermeester
profeteren;ziet propheteren
profetesse;ziet prophetesse
profetie;ziet prophetie
profijt;voordeel, winst
profitabel;voordeeligh
profiteren;vorderen, winning doen, winnen, belijden
profligatie;neederslaaning, neederwerping
profligeren;neederslaan, neederwerpen
profluctie;voortvloeying
proflueren;voortvloeyen
profuge;toevlucht, voorvlucht
profugieren;toevluchten, toevluchtneemen
profund;diep
profunderen;uitghieten, verplengen
profusie;quisting, verplenging
progeneratie;voortteeling
progenereren;voortteelen
progenie;gheslacht, afkomst
prognosticatie;voorkenning, voorduiding, voorzegghing, voorspelling
prognostiqueren;voorkennen, voorduiden, voorkundighen
prognostiqueur;voorzeggher
progredieren;voortghaan
progres;progressie, voortghang
prohiberen;verbieden
prohibitie;verbódt, verbieding
project;voorwerp, ontwerp
projecteren;projicieren, voorwerpen, ontwerpen, weghwerpen
projectie;weghwerping
prolatie;voortbrenging
prolix;wijdtloopigh
prologe;voorreeden
prolongatie;verlenging
prolongeren;verlengen
promissie;belófte, toezegghing
promittent;beloover
promitteren;toezegghen, belooven
promoteur;andrijver, bevorderaar
promotie;bevordering, voortzetting
promoveren;bevorderen, voortzetten
prompt;vaerdigh, ghezwindt
promptitude;vaerdigheidt
promulgateur;verkondigher
promulgatie;verkondighing
promulgeren;verkondighen
prononciatie;uitspraak, uitspreeking
prononciëren;uitspreeken
pronosticqueren;ziet prognostiqueren, etc
propagatie;voortplanting, uitbreiding, voorspruyting, verbreiding
propageren;voortplanten, voortzetten
proper;klein, dun
propheet;ghódts tólk, voorbode, voorzeggher, verkondigher, voorspeller
propheteren;voorzegghen, waarzegghen, preeken, voorboodschappen
prophetesse;voorzeggheresse, voorzeghster
prophetie;voorzegghing, openbaaring, voorbooding
propice;ghoedtghunstigh, toeghedaan
propinquiteit;nabyheidt
proponent;voorsteller
proponeren;voorstellen, voorhouden, voorzetten
propoost;voorneemen, voorhebbing, ghesprek
proportie;eevenreedenheidt, ghelijkmaatigheidt, eevenbedeeling, eevenmaatigheidt
proportioneel;eevenreedenigh, ghelijkmaatigh
proportioneren;eevenreedighen, verghelijken
proposeren;voorstellen
propositie;voorstel, voorstelling
proprietaris;eighenaar
proprieteit;eighenschap, eighendom
propugnateur;voorvechter, voorstander
propugnatie;voorvechting, bescherming, voorstaaning
propugneren;voorvechten, voorstaan
propulseren;voortdrijven, te rugh drijven
propulsie;voortdrijving
prorogatie;uitstel, verlanging, uitstrekking
prorogeren;verlangen, uitstellen, uitstrekken
proscinderen;afsnijden
proscriberen;verbannen
proscriptie;ban, verbanning
prose;rijmloos, onberijmdt, onrijm
prosecutie;vervólghing
prosequeren;vervólghen
prospect;uitzicht
prospectie;uitziening
prospectif;uitzichtigh
prospereren;welvaaren, veroveren
prosperiteit;voorspoedt, welvaart, voorspoedigheidt
prospicieren;voorzien uitzien
prosternatie;neederwerping
prosterneren;neederwerpen
prostitueren;verontschaamelen
prostitutie;verontschaameling, ghemeinmaaking
prostratie;neederwerping
protecteur;beschutter, beschermer, schutsheer
protectie;schut, beschut, bescherming
protegeren;beschermen, beschutten
protest;voorbetuighing, weederspraak, antuighing, afwijzing, verwerving, teeghenghetuighing: beklagh: rechtbewaaring, rechthoudings voorbeding
protestant;teeghenspreeker, teeghenbetuigher, vrybetuigher
protestatie;teeghenspraak, ontschuldttuighing, betuighkennis, vrybetuighing, rechthouders voorbeding
protesteren;voortuighen, weederspreeken, verwerpen, antuighen, ankondighen, betuighen, rechtbewaaren, afwijzen
protexie;schut, beschut, bescherming
protocol;schrijfboek, kladtboek, schrijfról
protocolleren;te boek stellen
prouffit;zoekt proffijt
provent;inkomst
proverbe;spreekwoordt, spreekwijs, spreuk, byspreuk
proviande;voorraadt
provident;voorziennigh
providentie;voorzienigheidt, voorziening
provideren;voorzien
provinciale raadt;landtzaatighen raadt, landtschaps raadt, landtraadt
provincie;landtschap, verheerdt landtschap
provisie;voorziening, voorraadt
provisioneel;by voorraadt, midderwijl, ondertusschen
provocatie;uitdaaghing, porring, beroep, hoogher betrek
provoqueren;provoceren, uitdaaghen, porren, beroepen, uiteisschen, voorhoogher recht roepen
proye;buit, roof
prudent;voorzichtigh
prudentie;voorzichtigheidt, bedachtheidt
psalm;zangliedt, snaarghezang
publicatie;afkondighing, verbeurtmaaking, openbaarmaaking
publiceren;afkondighen, afleezen, openbaar maaken, verkondighen, verbeurtmaaken
publijcq;openbaar, ghemeen
pudicitie;schaamte, kuischeidt, eerbaarheidt
pudicq;schaamtelijk, schaamachtigh, eerbaar
pueril;kinderlijck
pueritie;kindtsheidt
pulluleren;opschieten, uytspruiten
pulpit;lessenaar
pulver;stóf: buskruidt
pulveriseren;vermorzelen, stóf maaken
punct;stip, hoofdtdeel
punctie;steeking
punctuatie;afteikening
punctueel;gheschiktelijk, net
punctueelijk;van stuk tot stuk, strikt, juist, bestiptelijk
punctuëren;afteikenen, afstippen
punieren;straffen
punitie;straffing
pupil;wees
pupillariteit;onmondigheidt, minderjaarigheidt
purgatie;purge, zuivering, ontschuldighing: buikzuivering, zuiverdrankje
purgeren;zuiveren, loozen, reinighen, ontschuldighen, verschoonen
purificatie;reinmaaking, zuivering
purificeren;zuiveren
puritein;zuiver, zuivergheest
puriteit;zuiverheidt
pusillanimiteit;kleenmoedigheidt, slaphartigheidt
putatijf;achtender wijs, vermeinelijk
putrefactie;verrótting
putrifieren;verrótten
puur;zuiver, helder, rein: onschuldigh
quadraat;vierkant, vierhoek
quadragesima;vasten, veertighdaaghsche vasten
quadrant;vierde deel
quadrature;vierkanting
quadreren;vierkant maaken, voeghen, passen
quadruple;vierdubbeldt, viervoudigh
quadruplicatie;vierdubbeling, vierdubbeldtmaking, viervoudigh maaking
quadrupliceren;viervoudigh maaken: tweede naweer doen
quadruplicq;naweers bevestighing, tweede naweer
qualificatie;hoedaanighing, hoedaanigh maaking, eernaamgheeving
qualificeren;hoedaanigh maaken, tijtelgheeven, bevoeghen
qualiteit;anzien, hoedaanigheidt, ghedaante, staat
quantiteit;ghrootheidt, meenighvuldigheid, meenighte, hoeghrootheidt
quaranteine;veertighdaaghsche vasting, afzonderingtijdt
quart;vier de deel
quartein;derdendaaghsche koorts
quartier;vierdedeel: wijk, ghewest: lijfsghenaade
quartier-meester;wijkmeester
quatertemper;vierghety
querele;gheklagh, beklagh
querelle;krakkeel
querelleren;krakkeelen
querelleux;krakkeeligh, twistigh
quereren;beklaaghen, klaaghen
questeren;verzoeken, opzoeken
questie;gheschil, vraaghstuk, voorstel
questioneren;ondervraaghen
quid pro quo;’t een voor ’t ander, wat voor dat
quidam;quant, vent
quiësceren;berusten, rusten
quiëtude;gherustheidt
quinquanelle;vijfjaarigh uitstel
quintessentie;hooghste kraft
quitantie;quijting, quijtbrief, quijtschelding, quijtingbrief
quiteren;quijten, verlaaten, ontslaan, quijtschelden
quote;andeel, maal, werf
quoteren;anteekenen, teekenen
quotisatie;schatting
quotiseren;schatten, andeel eisschen, andeelen
raapen;verzamelen
raar;zelden, yl, dun, zeldtzaam, onghemeen
rabat;afkorting, afslagh
rabatteren;afkorten, afslaan
raccoutreren;vermaaken, verstellen, vernieuwen
race;afkomst
racine;wortel
raconteren;vertellen
radiatie;straaling
radicaal;worteligh, ghewortelt, oorspronkelijk
radiceren;wortelen, inwortelen
raffineren;zuiveren
railleren;ghekken, boerten
raillerie;ghekkerny, boert
raison;reeden, recht, ghelijk
raisonnabel;reedelijk
raisonnement;reedeneering
raisonneren;reedeneeren
ramasseren;verghaderen
rampart;wal
rang;ry, orde, rijgh, slagh, standt
rangeren;in orde schikken, vlyen
rantzoen;verlóssing, verzoening
rantzoeneren;lossen
rapaciteit;roofachtigheidt
rapiamus;mengelmoes
rappel;herroep, weederroeping
rappelleren;weederroepen
rapport;anbrenging, overdraght, verslagh, bescheidt
rapporteren;anbrengen, overdraaghen, verslagh doen, andraaghen, overbrengen, bescheidt brengen
rapporteur;overbrenger, overdraagher, verhaaler
rapsodie;mengelmoes
rapt;schaaking, roof
rarefactie;veryling, verdunning
rareficeren;verylen, verdunnen
rariteit;zeldzaamheidt
raseren;vernielen, afschrabben, scheeren
rate;behoorte, andeel
ratificatie;bekrachtighing, ghestaadighing, van waerde houding
ratificeren;bekrachtighen, ghestaadighen, van waerde houden
ratiocinatie;reedeneering
ratiocineren;reedeneeren
rationaal;reedelijk
ravage;rooving, vernieling, gheweldt
ravalleren;slinken, zakken
ravelijn;bólwerk, halve maan
ravissant;verrukkend, wonderlijk
ravissement;verrukking
ravisseur;roover, weghneemer
rayeren;uitschrabben, uitdoen, doorkrabben, doorhaalen
reaccusatie;teeghenbeschuldighing, weederklaghte
reaccuseren;teeghenbeschuldighen, weederbeschuldighen
realiseren;bestaan, in weezen zijn
realiteit;zaaklijkheidt, daadlijkheidt
reaudieren;herhooren, op nieuw hooren, weederhooren
reauditie;weederhooring, herhooring, overhooring, weederoverhooring
rebel;weederspannigh, weederhoorigh
rebelleren;weederspannigh zijn, teeghenspannen, muiten
rebellie;weederspannigheidt, muitery
rebours;averechts, verkeerdt
recapitulatie;hoofdtdeeling, weederhaaling der hoofdtstukken, vertelling
recapituleren;hooftdeelen, weederhaalen de hooftstukken, vervellen
recederen;aarzelen, afwijken
recenseren;overreekenen, optellen, nareekenen
recensie;optelling, nareekening, overreekening
recepisse;ontfang, ontfangseel, quijtbrief, ontfangbekentenis
recept;ontfanging, inneemsel, inneembrief, artsenybrief
receptacle;beghrijpplaats, vertrek, vertrekplaats, verblijfplaats, schuilplaats
receptie;ontfanging, inneeming, weederkrijghing, weederneeming
reces;afscheidt, uitstel, weederkomst
recesseren;in recht voordraaghen
recessie;afwijking, aarzeeling, afstaaning, weghghaaning, afscheiding, deinsing
recevabel;ontfangelijk
recherche;onderzoek
rechercheren;onderzoeken, opzoeken
recidive;weedervallend, weêrinstortend
recipe;neemt, ontfangt: inneembriefje, artsenybrief: ontfanging
recipiëren;ontfangen, anneemen, weederkrijghen
reciprocatie;weêrkeering
reciproceren;weêrkeeren
reciproque;weederzijdts, onderling, weêrkeerig, heen en weêr, over en weer
recisie;afsnijding
recit;verhaal
recitatie;verhaaling, opleezing
reciteren;verhaalen, opleezen, opzegghen
reclamabel;weederroepelijck, weederspraakelijk
reclamant;weederspreeker, teeghenroeper
reclamatie;teeghenroep, weederspraak, weederroeping
reclameren;teeghenroepen, weederspreeken
reclinabel;afbuighelijk
reclinatie;afbuighing, afwijking, neederligghing, neederbuighing, nederhelling
reclineren;afbuighen, afwijken, nederbuighen
recogneren;recognosceren, erkennen, herkennen, weederoverzien, bekennen, belijden
recognitie;recognoissance, erkentenis, erkenning, herkentenis, herkenning, weederoverziening: belijdenis
recolement;overhooring, weederhooring, weederoverziening
recoleren;overhooren, herhooren
recollatie;weederverghelijking
recommandabel;prijzelijk, anprijzelijk
recommandatie;anbeveeling, anprijzing, voorschrijving, ghebiedenis
recommanderen;anbeveelen, anprijzen
recompens;verghelding
recompensabel;vergheldelijk
recompensatie;verghelding
recompenseren;verghelden
reconciliabel;verzoenbaar
reconciliatie;verzoening, vereenighing, vreedemaaking
reconciliëren;verzoenen, vereenighen
reconfortatie;vertroosting, versterking
reconforteren;versterken, vertroosten
reconvenieren;weederzaamenkoomen, weederteegenkomen: weederanspreeken, weedereyschen, teegheneisch doen, teegheneisschen, weederomeisschen, met reght weederanspreeken, weederomspreeken
reconventie;weederzaamenkomst, teeghenkomst: weederanspraak, weedereissching, teegheneisch, weeder-rechtvordering
recordatie;herdenking
recorderen;herdenken, gheheughen
recours;toevlucht, herghang, weederloop
recouvrement;verovering, weêrkrijghing, verhaaling
recouvreren;veroveren, weederkrijghen, verhaalen
recreantie;weedervertrouwing, toevertrouwing
recreatie;vermaak, verlusting, ververssching
recreatif;vermaakelijk
recredentie;toevertrouwing, vertrouwing, weedervertrouwing
recreëren;vermaaken, verlustighen, verfraayen
rectificatie;rechtmaaking, loutering, zuivering
rectificeren;louteren, rechtmaaken
rectitude;rechtheidt
rectoor;schoolvooghdt, opperschoolmeester: bestierder
recueil;verzaam, kort verhaal, verzaameling
reculeren;aarzelen
recuperabel;weederkrijghelijk
recuperatie;verovering, weederkrijghing
recupereren;veroveren, weederkrijghen
recusant;onwilligh, weigherend
recusatie;weighering, wraaking
recuseren;weigheren, afslaan, wraaken
redargueren;weederlegghen, overtuigen, bewijzen, overreeden
redargutie;weederlegghing
redempteur;verlósser
redemtie;verlóssing, vrykoop, aflóssing
redevabel;schuldigh, schuldbaar
redhiberen;weedergheeven, weederomgheeven
redhibitie;weedergheeving, weederoverneeming
redhibitoir;weedergheevelijk
redigeren;maaken, stellen, schikken
redijt;herzegghing, weêrzegghing, herhaaling
redimeren;verlóssen, vry kopen, aflóssen
redintegratie;weeder in ’t gheheel brenging, herstelling
redintegreren;weeder in ’t gheheel brengen, hervatten, herstellen, hermaaken
reditus;weederkomst, inkomst
redondatie;overvloeying
redonderen;overvloeyen, hervloeyen, te rugh vloeyen
redonneren;weedergheeven
redoublement;verdubbeling
redoubleren;verdubbelen
redres;herstelling
redresseren;herstellen, herschaffen
redresseur;hersteller, herschikker
reducent;beroeper, die yemandt van een uitspraak van ghoede mannen voor
reduceren;weederleiden, herleiden, te recht brengen, herbrengen, afkorten, aftrekken, van een uitspraak beroepen
reductie;herbrenging, herleiding
redundabel;overvloeyelijk
redundatie;overvloeying
reduplicatie;verdubbeling
redupliceren;verdubbelen, dubbelmaaken, tweevoudigh maaken
reël;daadelijk, waarlijk, zaaklijk
refactie;herdoening
refectie;voeding, verfrissching, verstelling, vermaaking
referendarien;overbrengers, verhaalers
refereren;verhaalen, bybrengen, anghedraaghen, betrekken
reficieren;hermaaken, vermaaken, verstellen, verversschen, verheughen, verblijden
refiliëren;te rugh springen
reflecteren;verbuighen, ombuighen
reflexie;verbuighing, weêrslagh, weêrbuighing, afkeering
reformant;beroeper, beroeper van klaaring
reformateur;hervórmer, hermaaker
reformatie;hervórming, zuivering, klaaring, beroep van klaaring
reformeren;hervórmen, zuiveren, herstellen
refractair;breukvalligh, overtreeder
refractie;wanschaauwing, verbreeking
refrenabel;betoomelijk
refrenatie;betooming
refreneren;betoomen, beteughelen, breidelen
refresche;ververssching
refrescheren;vervarsschen
refriceren;weeder op wrijven, weeder op wrijven, weeder op krabben: hervatten
refrigeratie;verkoeling
refrigereren;verkoelen
refringeren;verbreeken
refriqueren;hervatten, op nieuws by de handt neemen, weeder opwrijven
refuge;toevlucht
refugeren;toevlucht neemen
refulgeren;weederschijnen
refunderen;verghelden, opbrengen, weederverschaffen, ghieten, storten
refus;weighering
refuseren;weigheren, afslaan
refutabel;weederlegghelijk
refutatie;weederlegh, weederlegghing
refuteren;weederlegghen
regaal;koninklijk
regalien;koningsrechten, vooghdtrechten, heerschaps voorrechten, koninghsghoederen
regard;opzicht, anzien, anschouw
regarderen;anzien, anschouwen
regeneratie;weederbaaring, weedergheboorte
regenereren;weederbaaren
regent;bestierder, vooghdt
regente;regentinne, bestierster, vooghdesse
regime;regiment, beheersching, bestier
regiment;hoop krijghsvólk, krijgsbende
register;tafel, ról, blatwijzer, blaffert, schriftwarande, lijste
registratie;opschrijving
registreren;opschrijven
reglement;schikking, richting, narichting
regleren;schikken, voeghen
regneren;heerschen, bestieren
regredieren;te rugh treeden, afterwaarts ghaan
regres;verhaal, te rugh tredt
regret;berouw
regretteren;leedtdraghen, berouw hebben
regulair;regulier, ghereegheldt, gheschikt
reguleren;schikken, reeghelen, stieren
rehabiliteren;weeder bequaam maaken
reine;koningin
reine mere;koninginne moeder
reiteratie;herhaaling
reitereren;herhaalen, hervatten
rejecteren;verwerpen
rejectie;verwerping
rejicieren;verwerpen
relaas;verhaal, vertelling
relacheren;verslappen, laaten slippen, lós laaten
relateren;vertellen, verhaalen
relatie;vertelling, verhaal, onderling opzicht, betrekking
relatif;betrekkelijk, opzichtelijk, verhaalijk, vertelbaar
relaxatie;lóssing, ontslaghing, ontlóssing, verspreiding, slaaking
relaxeren;lóssen, ontslaan, ontspannen
relegaat;banneling, balling
relegateren;weedermaaken, weederbespreeken
relegatie;banning: weederbespreeking, weedermaaking
relegeren;bannen, uitbannen, verbannen
relevabel;weederopheffelijk
relevatie;opheffing, weederopheffing
releveren;opheffen, opbeuren, verheffen, ontheffen, herstellen
relictie;afterlaating
relief;opheve, opheffing, verlichting, herstelling, herstelbrief, in ’t geheel
reliëvement;ontheffing, herheffing
religie;ghódtsdienst, ghódtsdienstigheit
religieux;ghódtsdienstigh, ghódtspleghtigh: gheestelijke
reliqua;overblijfsel, overschót, oplegghing, van ’t schuldighblijfsel
reliquatie;schuldighblijving
reliquien;overblijfselen
remarque;anmerking
remarqueren;anmerken
